user_id,activated_7d,adopted_recurring_buy,retained_7d,support_contact_7d,net_deposits_7d
88,0,1,0,0,1.71
89,0,1,0,0,112.41
90,0,0,1,0,121.79
91,0,0,1,0,173.64
92,1,0,0,0,15.75
93,0,0,0,0,0.0
94,0,0,0,0,55.49
95,0,0,0,0,89.25
96,0,0,1,0,49.98
97,0,0,1,0,111.47
98,1,0,0,0,157.23
99,1,0,0,0,85.19
100,0,0,0,0,68.18
101,0,0,0,0,130.22
102,0,0,1,0,33.77
103,0,1,0,0,79.07
104,0,0,0,0,26.74
105,0,0,1,0,80.54
106,0,0,1,0,81.83
107,0,1,1,0,20.69
108,0,0,0,0,80.19
109,1,0,0,0,106.43
110,1,0,1,1,101.81
111,0,0,0,0,109.01
112,1,1,0,0,24.33
113,0,1,1,0,100.93
114,1,0,1,0,82.57
115,1,0,0,0,0.0
116,1,0,0,0,109.76
117,1,0,0,0,0.0
118,0,0,1,0,0.0
119,0,0,0,0,36.67
120,1,1,1,0,114.63
121,1,0,1,0,100.95
122,0,0,0,0,133.52
123,0,0,0,0,83.45
124,1,0,0,0,44.81
125,0,0,0,0,0.0
126,0,1,1,1,38.77
127,1,0,0,0,50.61
128,1,0,1,0,71.17
129,0,0,0,0,27.66
130,0,0,0,0,14.33
131,0,0,0,0,40.13
132,0,0,0,0,0.43
133,1,1,1,1,105.47
134,1,1,0,0,107.41
135,1,0,1,0,80.87
136,0,0,1,0,0.0
137,1,0,0,1,55.76
138,1,0,0,0,57.73
139,0,1,1,0,60.09
140,0,0,0,0,107.12
141,1,0,0,0,235.45
142,1,0,1,0,0.0
143,0,1,0,0,28.71
144,0,0,1,0,71.27
145,0,0,0,0,70.04
146,0,0,0,1,45.15
147,1,0,0,1,0.0
148,0,1,0,0,0.0
149,0,0,1,0,46.49
150,1,1,1,0,137.41
151,0,0,0,0,52.8
152,0,0,0,0,21.8
153,0,0,1,1,70.05
154,0,0,0,1,37.28
155,0,0,0,1,11.79
156,1,1,1,0,73.45
157,0,0,1,0,183.58
158,0,1,0,0,0.0
159,1,0,1,0,198.01
160,1,1,0,0,53.75
161,0,0,0,0,72.09
162,0,0,0,1,135.14
163,0,0,1,0,100.7
164,0,0,0,0,59.78
165,0,0,0,1,29.84
166,0,0,0,0,101.69
167,0,0,0,0,78.19
168,0,0,0,0,80.2
169,1,0,1,0,145.46
170,1,0,0,0,48.24
171,1,0,0,0,131.03
172,1,1,1,0,1.41
173,0,0,0,0,67.54
174,0,1,1,0,100.91
175,1,0,0,0,166.59
176,1,0,0,0,47.54
177,1,0,0,0,27.4
178,0,1,0,0,90.71
179,1,1,1,0,114.16
180,1,0,1,0,86.58
181,0,0,0,0,133.74
182,1,0,1,0,0.0
183,1,0,0,0,82.06
184,0,0,1,0,110.01
185,0,0,0,0,90.7
186,0,0,0,0,15.14
187,1,0,0,0,79.52
188,0,0,0,0,108.82
189,0,0,0,0,125.06
190,1,0,0,0,19.02
191,1,0,1,0,100.47
192,0,0,0,0,78.72
193,0,0,1,0,183.14
194,1,0,0,0,0.0
195,1,0,1,0,159.89
196,0,0,1,0,27.9
197,0,0,1,0,163.41
198,1,0,1,0,109.12
199,0,1,0,0,34.59
200,1,0,1,0,124.35
201,1,1,0,0,71.77
202,0,0,0,0,0.0
203,0,0,1,0,52.75
204,1,0,0,0,55.54
205,0,0,0,0,0.0
206,0,0,0,0,60.46
207,1,1,1,0,79.11
208,0,0,0,0,38.75
209,0,0,0,0,6.41
210,1,1,1,0,0.0
211,0,1,0,0,73.75
212,0,0,1,0,183.73
213,1,0,1,0,91.1
214,0,0,0,0,104.96
215,0,0,1,0,118.44
216,0,0,0,0,118.21
217,1,0,1,0,50.24
218,0,0,0,0,15.23
219,1,0,1,1,0.0
220,0,0,0,0,0.0
221,0,1,1,0,122.68
222,1,1,1,0,68.01
223,1,0,1,0,205.92
224,0,0,0,0,92.38
225,0,0,0,0,0.0
226,0,0,0,0,68.46
227,1,0,1,0,0.0
228,1,0,0,0,123.44
229,0,0,0,0,83.38
230,1,1,1,0,115.5
231,0,0,1,0,34.14
232,1,0,0,0,0.0
233,0,0,1,0,14.29
234,0,0,0,1,17.1
235,0,0,0,0,0.0
236,1,1,1,0,40.17
237,0,0,1,0,8.25
238,0,0,0,0,0.0
239,0,0,0,0,126.47
240,0,0,0,0,67.97
241,0,0,0,0,48.69
242,0,0,0,0,105.94
243,0,0,0,0,56.7
244,0,0,0,0,153.65
245,0,0,0,0,246.38
246,1,1,1,1,178.58
247,1,0,1,0,68.64
248,0,0,0,0,117.58
249,0,0,0,0,33.71
250,1,0,1,0,83.76
251,0,0,0,0,0.0
252,0,0,0,0,18.72
253,0,1,0,0,131.18
254,1,1,1,0,56.88
255,1,0,1,0,10.67
256,0,1,0,0,113.24
257,0,0,1,0,6.58
258,1,0,1,1,193.46
259,1,0,0,0,88.85
260,1,0,1,0,50.92
261,1,0,0,0,29.42
262,0,0,0,0,59.71
263,0,0,0,0,10.33
264,0,1,0,0,130.75
265,0,0,0,0,62.31
266,1,1,0,0,56.62
267,0,1,1,0,98.85
268,0,0,0,0,10.7
269,0,0,0,0,49.85
270,0,1,1,0,25.14
271,0,0,0,0,113.17
272,0,0,0,0,77.9
273,1,0,0,0,62.59
274,0,1,0,0,136.19
275,0,0,0,1,0.0
276,0,1,0,0,16.04
277,1,0,0,0,122.83
278,1,0,0,0,44.81
279,1,1,1,0,0.0
280,0,0,1,0,63.2
281,0,0,0,0,0.0
282,0,0,0,0,8.73
283,1,0,1,0,150.74
284,1,0,0,0,73.98
285,0,1,1,0,65.34
286,1,0,0,0,55.65
287,1,0,0,0,32.16
288,1,1,1,0,78.84
289,1,0,1,0,18.82
290,1,1,1,0,54.91
291,1,1,1,0,88.77
292,1,1,0,0,79.73
293,0,0,0,0,153.94
294,0,1,1,0,146.77
295,0,1,1,0,73.63
296,0,0,0,0,89.36
297,0,0,0,0,50.77
298,0,0,1,0,79.95
299,1,1,1,0,5.76
300,0,1,0,0,150.65
301,0,0,1,0,79.32
302,0,0,0,0,96.46
303,1,0,1,0,0.0
304,0,1,1,0,131.78
305,0,1,1,0,122.06
306,0,0,1,0,8.58
307,0,0,0,0,89.45
308,0,0,0,0,47.29
309,1,0,0,0,169.82
310,0,0,0,0,9.1
311,0,0,0,1,0.0
312,0,0,1,0,88.73
313,1,0,1,0,89.33
314,0,0,1,1,96.38
315,1,0,0,0,0.0
316,0,0,1,0,124.12
317,1,0,1,0,95.73
318,1,0,1,0,82.41
319,0,0,0,0,34.61
320,1,0,1,0,5.34
321,0,0,0,0,67.15
322,0,0,0,0,9.2
323,0,0,0,0,107.38
324,0,0,0,0,58.25
325,1,1,1,0,38.99
326,0,1,0,0,0.0
327,1,1,1,0,55.13
328,1,1,1,0,12.62
329,1,1,0,0,39.54
330,0,1,1,0,80.54
331,1,0,1,0,126.52
332,0,0,0,0,85.1
333,0,0,1,0,83.07
334,0,0,0,0,99.01
335,0,0,0,0,46.58
336,0,0,0,0,64.77
337,1,0,0,0,0.0
338,1,0,1,0,35.9
339,0,0,1,0,0.0
340,1,0,0,0,167.02
341,1,0,1,0,145.86
342,0,0,0,0,138.58
343,0,0,0,0,203.78
344,1,0,0,1,23.59
345,0,0,0,0,25.04
346,0,1,0,0,57.38
347,0,1,0,0,59.95
348,0,0,0,0,99.08
349,1,0,0,0,74.65
350,1,0,1,0,153.15
351,1,0,0,0,167.43
352,0,1,0,0,109.98
353,1,0,0,0,71.97
354,0,0,0,0,29.21
355,0,0,0,1,119.16
356,0,0,0,0,0.0
357,1,0,1,0,130.15
358,0,0,1,0,70.62
359,0,0,0,0,97.75
360,0,0,0,0,156.47
361,0,0,0,0,34.99
362,1,1,1,0,124.59
363,1,0,0,0,104.34
364,0,0,0,1,0.0
365,0,1,1,0,171.81
366,0,0,0,0,84.71
367,1,0,0,0,111.83
368,0,0,0,0,111.17
369,1,0,1,0,106.56
370,0,1,1,0,104.96
371,0,1,0,0,30.6
372,1,0,1,0,0.0
373,0,0,0,0,0.0
374,1,0,0,0,98.05
375,0,0,0,0,76.93
376,0,0,0,1,113.46
377,0,0,0,0,120.27
378,0,1,0,0,69.69
379,1,1,1,0,121.32
380,0,0,0,0,25.72
381,1,0,1,0,0.0
382,1,0,0,0,103.25
383,1,0,1,1,127.81
384,0,0,0,0,69.84
385,0,0,1,0,97.14
386,0,0,0,0,82.25
387,0,0,0,0,69.64
388,0,0,1,0,26.3
389,1,0,0,0,104.97
390,0,1,0,0,93.74
391,1,0,0,0,85.97
392,1,0,1,1,48.41
393,1,0,0,0,78.71
394,0,0,1,0,69.66
395,0,0,0,0,31.48
396,1,0,0,0,114.92
397,0,1,1,0,41.51
398,0,0,0,0,30.61
399,1,1,1,0,160.71
400,1,0,1,0,67.1
401,0,1,1,0,54.79
402,0,1,1,0,101.25
403,1,1,0,0,69.68
404,0,0,0,0,0.0
405,1,0,1,0,45.38
406,0,1,0,0,54.79
407,1,0,1,0,0.0
408,0,0,1,0,0.0
409,0,0,0,0,68.6
410,0,0,0,0,0.0
411,1,0,0,0,93.3
412,0,0,0,0,45.27
413,0,0,1,0,18.96
414,0,0,1,0,3.59
415,0,1,0,1,143.99
416,0,0,0,0,37.69
417,0,0,0,0,57.29
418,0,0,0,0,109.9
419,0,0,0,1,0.0
420,1,0,1,1,251.26
421,0,0,0,0,81.76
422,1,1,1,0,117.99
423,0,0,0,0,114.46
424,1,0,0,0,80.54
425,1,0,0,0,117.98
426,0,0,0,0,133.33
427,0,0,0,0,20.76
428,0,0,0,0,45.92
429,0,1,0,0,159.01
430,1,0,0,0,160.13
431,0,0,1,0,92.49
432,0,0,0,0,162.81
433,0,0,1,0,195.06
434,1,0,1,1,100.83
435,0,0,1,0,49.14
436,1,0,1,0,0.0
437,0,0,0,0,94.2
438,0,1,1,0,0.0
439,1,0,1,0,5.1
440,0,0,0,0,150.98
441,1,0,0,0,24.61
442,1,0,0,0,94.43
443,1,1,1,0,248.91
444,0,0,0,0,102.39
445,1,0,0,0,106.81
446,1,0,0,0,96.05
447,0,1,0,0,59.4
448,1,0,0,0,0.0
449,1,0,1,0,109.62
450,0,0,0,0,150.01
451,1,0,1,0,107.45
452,0,0,1,0,137.04
453,0,0,0,0,139.86
454,0,1,1,0,30.95
455,1,0,1,0,120.14
456,0,0,1,0,87.1
457,0,0,0,0,32.41
458,1,1,1,0,22.74
459,1,1,1,0,139.27
460,1,1,1,0,59.43
461,1,0,0,0,83.17
462,1,1,1,0,81.69
463,0,0,0,0,67.52
464,1,0,0,0,56.97
465,0,0,0,0,58.31
466,1,0,1,0,85.15
467,0,1,1,0,36.12
468,0,0,0,0,0.0
469,1,0,0,1,88.26
470,0,1,0,1,19.3
471,1,0,0,0,8.7
472,0,0,0,0,66.33
473,1,0,0,0,167.84
474,0,0,0,0,129.62
475,0,0,0,0,57.76
476,1,1,1,0,6.5
477,1,0,1,0,71.78
478,0,0,0,0,170.7
479,0,1,1,0,65.4
480,1,0,0,0,0.0
481,1,1,1,0,0.05
482,0,1,0,0,138.37
483,0,0,0,0,100.82
484,1,0,0,0,135.11
485,0,0,0,0,68.9
486,1,0,0,0,45.99
487,1,1,0,0,122.61
488,1,1,1,0,0.0
489,1,1,0,1,18.44
490,1,0,0,0,0.0
491,1,0,1,0,138.79
492,0,0,0,0,46.08
493,0,0,1,0,17.6
494,0,0,0,1,0.0
495,0,0,0,0,12.6
496,1,0,1,0,63.04
497,0,1,0,0,82.06
498,0,1,1,0,95.92
499,0,0,0,0,21.66
500,0,0,0,0,10.85
501,0,1,0,0,125.72
502,1,0,1,1,0.0
503,0,0,1,0,66.79
504,1,0,1,0,65.52
505,0,0,0,0,61.33
506,1,1,1,0,201.35
507,1,1,1,0,58.07
508,1,0,1,0,92.35
509,0,0,0,0,11.8
510,1,0,0,0,0.0
511,0,0,1,0,73.76
512,1,0,1,0,67.86
513,0,0,1,0,86.05
514,1,1,1,0,104.77
515,0,0,1,0,57.4
516,0,0,0,0,90.78
517,1,1,1,0,140.53
518,0,0,1,0,40.46
519,1,0,0,0,103.25
520,1,0,1,0,0.0
521,1,0,0,0,100.46
522,0,0,0,0,212.38
523,0,0,0,0,79.98
524,0,0,1,0,77.34
525,1,0,0,0,55.92
526,0,0,1,0,29.66
527,0,0,0,0,138.66
528,0,0,0,0,84.61
529,0,1,1,0,86.21
530,0,0,0,0,163.36
531,0,0,1,0,67.29
532,1,0,1,0,130.33
533,1,0,0,0,61.97
534,0,0,1,0,131.46
535,0,0,1,0,158.54
536,0,1,0,0,51.46
537,0,0,0,0,0.0
538,1,0,1,0,46.19
539,1,0,0,0,0.0
540,0,0,0,0,0.0
541,0,0,0,0,58.31
542,0,0,0,0,49.08
543,1,0,1,0,0.0
544,0,0,0,0,75.18
545,0,0,0,0,44.43
546,1,0,1,0,19.96
547,0,0,0,0,92.46
548,1,0,1,0,74.1
549,1,0,1,0,29.01
550,1,0,0,0,57.59
551,0,0,1,0,80.43
552,0,0,1,1,84.05
553,0,0,0,1,33.03
554,1,0,1,0,147.32
555,0,0,1,0,6.79
556,0,0,0,0,151.69
557,0,0,0,0,51.59
558,0,0,0,0,83.33
559,0,0,0,0,73.28
560,0,0,0,0,104.04
561,0,0,0,0,21.06
562,0,0,0,0,0.0
563,0,0,1,0,51.81
564,1,0,0,0,90.89
565,0,0,0,0,75.93
566,0,0,1,0,0.0
567,0,0,0,0,91.81
568,1,0,1,0,102.54
569,0,1,0,0,122.37
570,0,0,0,0,74.7
571,0,0,1,0,112.57
572,1,0,0,0,128.88
573,1,0,0,0,40.72
574,0,0,0,0,103.32
575,1,0,0,0,0.0
576,0,1,0,0,21.1
577,0,0,0,0,110.7
578,1,0,1,0,68.19
579,1,0,1,0,178.72
580,0,0,0,0,7.53
581,1,0,1,0,21.46
582,0,0,0,0,0.0
583,0,0,1,0,158.08
584,0,0,0,0,50.1
585,1,0,1,0,0.0
586,0,0,0,1,37.79
587,0,0,0,0,227.54
588,0,0,1,0,152.41
589,1,0,1,0,131.62
590,1,1,1,0,117.4
591,1,1,0,0,69.78
592,0,1,1,0,71.14
593,0,0,0,0,45.44
594,1,0,1,0,113.07
595,0,1,1,0,185.45
596,1,1,1,0,0.0
597,0,0,0,0,0.0
598,0,0,0,0,22.18
599,0,1,0,1,24.38
600,0,0,0,0,0.0
601,1,1,1,0,11.0
602,0,0,0,1,66.6
603,0,1,0,0,0.0
604,0,0,0,0,87.49
605,0,0,1,0,80.3
606,0,0,0,0,112.63
607,1,1,1,0,15.16
608,0,0,1,0,65.26
609,1,0,0,0,77.33
610,0,0,0,0,83.71
611,0,0,0,0,0.0
612,1,0,0,0,108.84
613,1,0,0,0,185.89
614,0,1,1,1,112.21
615,0,0,0,0,119.47
616,1,0,1,0,0.0
617,0,0,0,0,21.4
618,0,0,0,1,22.09
619,1,0,1,0,0.0
620,1,1,1,0,194.46
621,0,0,0,0,71.97
622,0,1,1,0,62.69
623,1,0,0,0,234.92
624,1,0,0,0,0.0
625,0,1,1,0,172.39
626,0,0,0,0,152.35
627,0,0,0,0,27.54
628,0,0,0,0,24.88
629,1,1,0,0,105.25
630,0,1,0,0,134.61
631,1,0,1,0,196.42
632,0,0,0,0,0.0
633,0,0,0,0,71.3
634,1,0,0,1,206.24
635,1,0,1,0,127.36
636,0,1,0,0,16.86
637,1,0,0,0,129.18
638,0,0,1,0,109.31
639,0,0,0,1,56.94
640,1,0,0,1,159.8
641,1,0,1,0,26.5
642,1,0,0,0,8.75
643,0,0,0,0,55.47
644,0,1,0,0,87.33
645,0,0,0,0,51.92
646,0,0,0,0,23.85
647,0,0,0,0,0.0
648,0,1,0,0,140.85
649,0,0,0,0,29.94
650,0,0,0,0,71.39
651,1,1,1,0,9.49
652,0,0,0,0,73.24
653,0,0,0,0,46.94
654,1,0,0,0,5.92
655,0,0,1,1,2.52
656,0,0,1,1,95.92
657,1,0,1,0,103.89
658,0,0,0,1,26.77
659,1,0,1,0,91.44
660,1,0,1,1,67.43
661,0,0,0,0,166.17
662,1,0,1,1,78.5
663,0,0,0,0,108.77
664,0,0,0,0,101.84
665,1,1,0,0,53.83
666,0,0,0,0,0.0
667,1,1,1,0,137.98
668,1,1,1,0,64.58
669,0,0,0,0,67.8
670,0,0,0,0,0.0
671,0,1,0,0,95.11
672,0,1,0,1,95.61
673,0,1,0,1,27.46
674,0,0,1,0,212.26
675,0,0,1,0,0.0
676,0,0,0,0,54.12
677,0,0,0,0,30.74
678,1,1,1,0,132.76
679,1,0,0,0,19.64
680,0,0,1,0,170.17
681,0,1,0,0,25.39
682,0,0,1,0,59.82
683,1,1,0,0,81.07
684,0,1,1,0,88.32
685,0,0,1,0,80.01
686,1,0,1,0,157.34
687,0,0,1,0,59.68
688,0,0,0,0,0.0
689,0,0,0,0,55.71
690,0,0,0,0,0.0
691,0,0,0,0,5.78
692,0,0,0,0,30.22
693,0,0,0,0,82.79
694,0,1,1,0,110.41
695,1,0,0,1,85.97
696,1,0,1,0,93.72
697,1,0,1,0,198.55
698,1,0,1,0,50.01
699,0,0,0,0,52.15
700,0,0,0,0,127.34
701,0,0,0,0,80.47
702,0,0,0,0,77.16
703,0,1,0,0,0.0
704,0,0,1,0,60.52
705,0,0,0,0,60.92
706,0,0,0,0,111.37
707,1,1,1,0,174.37
708,0,0,0,0,96.35
709,1,1,0,0,90.69
710,1,0,1,1,135.54
711,0,0,1,0,82.99
712,0,0,0,1,16.63
713,1,1,1,0,0.0
714,1,0,0,0,29.33
715,1,0,0,0,39.13
716,0,0,0,0,84.31
717,0,1,0,0,30.8
718,0,1,0,0,0.0
719,1,0,1,0,134.53
720,0,0,0,0,49.05
721,0,0,1,0,30.33
722,0,0,0,0,46.12
723,1,0,0,1,31.14
724,0,0,0,0,91.44
725,1,0,0,0,91.91
726,0,0,0,0,0.0
727,0,0,0,0,111.76
728,0,0,0,0,0.0
729,1,0,0,0,30.52
730,1,1,1,0,212.2
731,0,0,0,1,145.64
732,0,1,0,1,40.6
733,0,0,1,0,107.38
734,1,1,0,0,69.09
735,0,0,0,0,0.0
736,1,1,1,0,43.09
737,0,1,0,0,14.93
738,0,0,0,0,47.78
739,0,0,1,0,0.0
740,0,1,1,0,89.6
741,1,0,1,0,99.55
742,0,0,0,0,129.95
743,1,0,1,0,120.54
744,1,0,0,0,28.31
745,1,0,1,1,0.0
746,1,0,1,0,83.95
747,0,0,0,0,38.49
748,0,0,0,1,22.33
749,0,0,0,0,13.38
750,1,0,1,0,22.3
751,0,0,1,0,0.0
752,0,0,0,0,19.39
753,0,0,1,0,69.19
754,1,1,1,0,118.49
755,1,0,0,0,46.64
756,1,0,1,0,139.82
757,0,0,1,0,51.43
758,1,0,1,0,48.46
759,1,0,0,0,0.0
760,0,0,0,0,188.85
761,1,0,0,0,113.18
762,0,0,0,0,81.04
763,0,0,0,0,0.0
764,1,0,1,0,234.51
765,0,0,0,0,0.0
766,1,1,1,0,75.54
767,0,0,0,0,123.69
768,0,0,1,0,56.58
769,1,0,1,0,77.54
770,0,0,1,0,54.2
771,0,0,0,0,0.0
772,1,1,0,0,76.27
773,1,0,1,0,68.81
774,1,1,1,0,151.35
775,1,0,0,0,14.19
776,0,0,0,0,0.0
777,1,0,1,0,0.0
778,0,0,0,0,52.89
779,1,0,0,1,41.73
780,0,0,1,0,48.26
781,1,0,1,0,167.96
782,0,0,0,0,0.84
783,0,0,0,0,0.0
784,0,0,0,0,115.42
785,1,0,1,0,58.95
786,0,0,0,0,71.76
787,1,1,0,1,74.42
788,0,0,1,0,137.62
789,0,0,0,0,0.0
790,0,0,0,0,0.0
791,0,0,0,0,29.43
792,0,0,1,0,52.97
793,0,0,0,0,0.0
794,1,0,1,0,190.49
795,1,0,1,0,194.93
796,0,0,0,0,9.97
797,0,0,0,0,94.21
798,0,0,1,0,85.43
799,0,0,0,0,109.32
800,1,0,1,0,0.0
801,0,0,0,0,91.94
802,0,0,0,0,106.11
803,1,0,1,0,46.75
804,0,1,0,0,67.94
805,0,0,1,1,61.08
806,0,0,0,0,102.84
807,1,0,0,0,17.39
808,0,0,0,0,56.67
809,0,0,0,0,72.61
810,0,0,0,0,111.72
811,0,0,0,0,52.72
812,1,0,1,0,133.79
813,0,0,0,0,44.19
814,0,0,0,0,57.56
815,0,0,0,0,0.0
816,1,1,1,0,161.66
817,1,1,0,0,192.0
818,1,0,0,1,113.36
819,1,0,1,0,68.83
820,1,0,1,0,72.6
821,0,0,0,0,16.09
822,0,0,1,1,0.0
823,0,0,1,0,152.29
824,0,0,0,0,131.24
825,1,0,1,0,41.7
826,1,0,0,0,140.3
827,1,0,1,0,81.92
828,1,1,1,1,112.97
829,1,0,0,0,7.84
830,1,0,0,0,192.17
831,0,0,0,1,163.79
832,0,0,0,0,60.14
833,0,0,0,0,97.19
834,0,0,1,0,68.64
835,1,1,0,0,68.45
836,0,1,1,1,60.69
837,0,0,0,0,77.82
838,0,0,1,0,141.78
839,0,1,1,0,72.85
840,1,0,1,0,43.47
841,0,0,0,0,107.76
842,0,0,0,0,105.59
843,0,1,0,0,131.29
844,0,0,0,1,118.39
845,1,1,1,0,0.8
846,0,0,1,0,15.85
847,0,0,0,0,124.88
848,0,0,0,0,11.98
849,0,0,1,0,137.28
850,0,0,0,0,28.64
851,0,0,1,0,0.0
852,0,0,0,0,0.0
853,1,1,1,0,196.68
854,1,0,1,0,180.44
855,1,1,1,0,83.55
856,0,0,0,0,66.73
857,1,0,0,0,30.17
858,1,0,1,0,43.25
859,0,0,1,0,51.23
860,0,0,0,0,20.58
861,0,0,1,0,115.86
862,1,0,1,0,21.24
863,1,0,1,0,18.12
864,0,0,0,0,116.55
865,0,0,0,0,52.86
866,1,0,1,0,81.02
867,1,1,0,0,101.41
868,0,0,0,1,0.0
869,0,0,0,0,71.56
870,1,0,0,0,78.12
871,0,0,0,0,161.93
872,0,0,0,0,31.39
873,0,0,0,0,117.05
874,0,0,0,0,134.47
875,0,1,0,0,72.23
876,0,0,0,0,62.04
877,0,0,0,0,161.04
878,0,0,1,1,0.0
879,0,0,0,0,0.0
880,0,0,0,0,16.28
881,1,0,1,0,220.01
882,1,0,1,0,154.33
883,0,0,0,1,26.08
884,1,0,0,0,82.43
885,1,0,1,0,12.58
886,1,0,0,0,63.31
887,0,0,0,0,0.0
888,1,0,1,0,29.03
889,1,0,1,1,75.98
890,0,0,0,1,59.7
891,0,0,0,0,0.0
892,0,0,1,0,40.1
893,1,1,1,0,91.56
894,0,1,1,0,96.4
895,0,0,0,0,0.0
896,0,0,0,0,0.45
897,0,0,1,0,78.92
898,0,0,0,0,0.0
899,0,0,0,0,39.29
900,0,0,1,0,0.0
901,1,1,1,0,69.51
902,0,0,1,0,23.74
903,0,0,0,1,0.0
904,0,0,0,0,162.62
905,1,1,1,0,105.85
906,0,0,0,0,0.0
907,1,0,0,0,72.53
908,1,0,1,0,56.75
909,0,0,0,0,0.0
910,0,0,1,0,186.53
911,1,0,0,0,47.55
912,0,1,0,0,187.0
913,0,0,1,0,89.67
914,1,1,1,0,68.29
915,0,0,0,0,0.0
916,0,0,0,0,21.08
917,0,0,0,0,127.97
918,0,0,0,0,76.21
919,0,0,0,0,150.61
920,0,1,0,0,0.0
921,1,0,0,0,71.36
922,0,0,1,1,0.0
923,0,1,1,0,85.84
924,0,1,0,1,144.36
925,0,1,1,0,112.11
926,1,1,1,0,101.74
927,0,0,0,0,42.78
928,1,0,0,0,87.69
929,1,0,1,0,0.0
930,1,0,1,0,129.82
931,1,1,1,0,78.28
932,0,0,0,0,5.88
933,1,1,1,0,154.1
934,1,0,1,0,20.13
935,0,0,0,0,92.57
936,0,0,1,0,8.08
937,0,0,0,0,63.48
938,1,1,0,0,80.42
939,1,0,0,1,170.75
940,0,0,1,0,24.21
941,0,0,1,0,128.44
942,1,0,1,0,80.03
943,0,0,0,0,0.0
944,1,0,0,0,109.72
945,0,0,0,0,0.0
946,0,0,1,0,71.86
947,1,0,1,0,134.84
948,1,0,0,0,138.13
949,1,1,1,0,184.04
950,0,0,0,1,34.3
951,0,0,0,0,38.64
952,1,1,0,0,42.89
953,1,1,1,0,100.61
954,0,1,0,0,87.76
955,0,0,1,0,82.43
956,1,0,0,0,77.84
957,1,0,0,0,157.79
958,0,0,0,0,64.78
959,0,0,1,0,122.32
960,0,0,1,0,97.82
961,1,1,1,0,133.19
962,1,0,1,0,46.33
963,1,0,0,0,127.64
964,1,0,0,0,80.89
965,0,0,0,0,50.65
966,0,0,0,0,19.97
967,0,1,0,0,0.0
968,0,0,0,1,71.15
969,1,1,1,0,97.33
970,1,1,0,0,116.43
971,1,0,1,0,161.95
972,0,0,1,0,90.89
973,1,0,1,0,2.66
974,0,1,1,0,157.76
975,1,0,0,0,19.47
976,0,0,1,0,8.97
977,1,0,1,0,186.8
978,0,1,1,0,89.86
979,1,0,1,0,81.69
980,0,0,0,1,36.81
981,1,0,1,0,93.04
982,0,0,0,0,75.83
983,0,0,1,0,70.1
984,1,0,0,0,89.78
985,1,1,0,0,95.52
986,1,0,1,0,57.29
987,0,0,0,0,12.03
988,0,0,0,0,23.71
989,1,0,0,0,115.74
990,0,0,0,0,78.4
991,0,0,1,0,0.0
992,0,0,0,0,85.37
993,0,0,0,0,0.0
