user_id,signup_day,assignment,channel,country_tier,device,age_bucket,onboarding_minutes
146,9,control,organic,1,ios,50+,9.62
147,26,control,organic,1,android,18-24,13.12
148,15,treatment,paid,2,ios,25-34,4.5
149,13,treatment,referral,1,android,25-34,13.93
150,9,treatment,paid,1,ios,25-34,24.95
151,13,control,referral,2,ios,25-34,25.16
152,18,treatment,organic,1,android,25-34,3.36
153,22,control,organic,1,ios,25-34,9.78
154,2,control,paid,1,android,35-49,18.76
155,20,treatment,organic,1,android,18-24,2.48
156,10,treatment,organic,1,android,25-34,13.33
157,9,control,organic,1,ios,18-24,22.35
158,26,treatment,paid,1,ios,50+,3.52
159,11,control,paid,1,android,18-24,19.87
160,21,treatment,referral,1,ios,50+,6.25
161,25,control,organic,1,ios,25-34,6.86
162,27,control,paid,1,ios,25-34,8.74
163,5,control,organic,2,ios,18-24,9.29
164,8,control,organic,1,android,25-34,7.04
165,22,control,referral,1,ios,18-24,2.27
166,13,treatment,organic,1,ios,18-24,8.78
167,1,control,organic,2,android,25-34,9.91
168,9,treatment,paid,1,ios,25-34,9.61
169,4,control,paid,2,ios,18-24,20.67
170,7,treatment,paid,1,android,25-34,18.01
171,2,control,organic,2,ios,25-34,36.77
172,0,treatment,paid,1,android,25-34,17.32
173,20,control,paid,1,ios,18-24,18.68
174,1,treatment,paid,1,android,25-34,8.43
175,21,treatment,paid,1,ios,50+,17.2
176,8,treatment,referral,1,android,25-34,4.45
177,7,control,paid,2,ios,18-24,10.96
178,4,treatment,paid,1,android,25-34,15.4
179,16,treatment,paid,1,ios,18-24,41.93
180,6,control,organic,2,ios,25-34,5.9
181,13,control,organic,1,android,25-34,7.86
182,8,control,paid,1,android,25-34,26.95
183,6,control,organic,1,ios,18-24,5.33
184,2,control,referral,1,ios,35-49,23.08
185,22,control,organic,2,android,50+,0.38
186,6,treatment,paid,1,ios,18-24,7.26
187,3,control,paid,1,android,18-24,6.29
188,3,control,organic,2,android,25-34,6.97
189,5,control,paid,1,ios,50+,17.5
190,26,control,organic,1,android,35-49,5.22
191,25,control,organic,1,ios,25-34,7.3
192,1,control,paid,1,android,18-24,11.8
193,23,control,referral,1,ios,25-34,20.54
194,18,treatment,paid,1,ios,25-34,10.5
195,24,control,organic,1,ios,35-49,39.48
196,20,control,referral,1,android,35-49,4.74
197,23,control,paid,2,ios,25-34,23.5
198,3,control,organic,1,android,18-24,4.83
199,5,treatment,organic,2,android,18-24,11.31
200,0,control,organic,1,android,35-49,23.62
201,24,treatment,organic,2,android,35-49,5.61
202,12,treatment,referral,2,android,25-34,6.16
203,12,control,organic,1,ios,18-24,4.59
204,22,treatment,paid,1,ios,25-34,13.04
205,22,control,organic,2,android,35-49,6.48
206,10,control,organic,2,android,35-49,13.7
207,22,treatment,organic,1,ios,18-24,26.39
208,7,control,organic,1,android,25-34,8.39
209,17,control,referral,1,ios,35-49,4.86
210,5,treatment,organic,2,android,35-49,18.73
211,7,treatment,referral,2,ios,25-34,11.76
212,27,control,paid,1,android,18-24,5.49
213,18,treatment,organic,1,android,25-34,17.84
214,14,control,paid,1,android,35-49,3.5
215,13,control,organic,2,ios,35-49,6.71
216,17,treatment,referral,1,ios,35-49,14.58
217,13,treatment,organic,2,android,25-34,17.8
218,11,treatment,organic,1,android,35-49,6.73
219,0,control,organic,1,ios,35-49,8.92
220,0,control,paid,1,ios,25-34,4.1
221,13,treatment,paid,1,ios,25-34,15.78
222,16,treatment,referral,1,android,25-34,8.69
223,8,control,paid,2,android,25-34,50.46
224,7,control,organic,1,ios,25-34,8.98
225,17,treatment,paid,1,ios,18-24,5.19
226,1,control,paid,1,android,25-34,1.24
227,4,control,organic,2,android,50+,7.34
228,19,control,organic,2,android,18-24,4.39
229,4,treatment,paid,1,ios,25-34,19.22
230,27,treatment,paid,1,android,35-49,12.71
231,14,control,organic,2,android,18-24,12.5
232,4,control,referral,2,android,35-49,5.53
233,10,treatment,referral,1,android,25-34,7.85
234,7,control,organic,2,ios,35-49,4.8
235,22,control,referral,1,ios,35-49,6.15
236,15,treatment,paid,1,android,25-34,17.74
237,1,control,paid,2,ios,25-34,4.71
238,24,control,paid,1,android,50+,1.6
239,24,control,paid,1,android,35-49,5.57
240,0,treatment,paid,2,ios,35-49,7.24
241,7,control,referral,1,android,35-49,20.57
242,23,treatment,referral,1,ios,18-24,11.34
243,17,treatment,organic,1,ios,35-49,6.87
244,21,control,paid,1,android,50+,5.01
245,1,control,paid,2,ios,35-49,18.98
246,2,treatment,organic,1,ios,35-49,24.18
247,12,treatment,paid,1,ios,25-34,4.75
248,8,control,organic,1,ios,25-34,4.39
249,25,control,paid,2,android,35-49,5.25
250,23,treatment,paid,1,android,18-24,27.85
251,9,control,organic,1,ios,25-34,5.51
252,3,control,organic,2,android,35-49,5.99
253,0,treatment,paid,1,android,25-34,8.14
254,7,treatment,referral,1,ios,18-24,6.91
255,8,treatment,organic,1,android,18-24,7.6
256,17,treatment,organic,1,ios,25-34,15.35
257,9,treatment,paid,1,ios,25-34,4.69
258,19,treatment,organic,2,android,50+,16.75
259,20,control,paid,1,android,25-34,9.18
260,12,control,organic,1,android,25-34,6.72
261,6,control,paid,1,ios,18-24,10.64
262,17,control,paid,1,android,25-34,9.07
263,22,treatment,referral,1,android,35-49,1.93
264,16,treatment,paid,1,ios,25-34,6.67
265,13,treatment,organic,1,ios,50+,9.88
266,11,treatment,referral,2,android,35-49,8.9
267,7,treatment,paid,2,android,35-49,20.33
268,11,control,paid,1,android,25-34,15.31
269,11,control,paid,2,android,25-34,8.46
270,20,treatment,paid,1,ios,35-49,18.02
271,8,treatment,paid,1,android,18-24,1.47
272,16,control,organic,1,android,18-24,12.33
273,14,treatment,organic,1,android,18-24,2.65
274,19,treatment,organic,1,ios,35-49,8.86
275,9,control,paid,2,ios,35-49,5.86
276,22,treatment,organic,2,ios,25-34,9.14
277,7,control,paid,1,ios,25-34,1.84
278,2,treatment,referral,2,ios,25-34,11.81
279,16,treatment,organic,1,android,25-34,21.99
280,24,treatment,paid,1,android,18-24,6.94
281,0,control,referral,2,ios,25-34,18.16
282,16,treatment,organic,1,ios,35-49,1.15
283,22,control,organic,1,ios,35-49,37.43
284,8,control,referral,1,android,35-49,7.99
285,19,treatment,paid,2,android,35-49,5.21
286,10,treatment,organic,1,android,25-34,11.8
287,25,control,organic,1,ios,25-34,17.89
288,10,treatment,paid,1,android,18-24,14.15
289,15,treatment,paid,2,android,50+,17.44
290,23,treatment,organic,2,ios,25-34,24.8
291,14,treatment,paid,1,ios,25-34,13.36
292,25,treatment,organic,1,ios,35-49,12.95
293,26,treatment,referral,1,android,18-24,7.4
294,8,treatment,organic,1,android,25-34,13.23
295,1,treatment,organic,2,android,25-34,20.61
296,16,control,organic,1,android,50+,18.37
297,16,control,organic,1,android,35-49,9.52
298,17,treatment,paid,1,android,25-34,7.14
299,1,treatment,referral,2,ios,18-24,18.03
300,12,treatment,organic,1,ios,35-49,16.92
301,21,control,paid,2,ios,35-49,31.68
302,19,control,organic,1,ios,35-49,4.42
303,21,treatment,paid,2,ios,25-34,2.38
304,1,treatment,organic,1,ios,35-49,5.95
305,23,treatment,organic,2,ios,18-24,17.53
306,21,treatment,organic,1,android,25-34,17.09
307,11,treatment,referral,2,android,18-24,1.01
308,22,treatment,paid,1,ios,25-34,13.25
309,26,treatment,paid,1,ios,35-49,8.34
310,13,treatment,organic,1,android,25-34,12.46
311,23,treatment,paid,2,ios,35-49,5.24
312,26,control,referral,2,ios,25-34,16.15
313,4,control,referral,1,ios,50+,14.3
314,12,control,organic,1,ios,25-34,6.97
315,16,treatment,paid,1,android,25-34,9.3
316,12,control,organic,2,android,25-34,15.64
317,17,control,organic,2,ios,25-34,41.19
318,23,control,paid,1,android,18-24,6.55
319,27,control,organic,1,ios,25-34,6.67
320,23,control,paid,1,android,18-24,27.87
321,0,treatment,referral,1,android,18-24,8.21
322,17,control,organic,1,android,50+,18.9
323,5,control,organic,2,ios,18-24,1.32
324,16,control,paid,1,ios,18-24,19.58
325,7,treatment,paid,1,ios,25-34,6.26
326,26,treatment,paid,1,ios,18-24,9.64
327,12,treatment,paid,1,android,18-24,27.65
328,14,treatment,organic,2,ios,25-34,13.71
329,24,treatment,organic,1,android,35-49,8.18
330,27,treatment,referral,1,ios,25-34,24.03
331,23,control,paid,1,android,18-24,26.76
332,0,treatment,organic,2,ios,25-34,6.19
333,17,treatment,referral,1,android,35-49,13.12
334,3,treatment,paid,2,android,35-49,13.41
335,18,control,paid,2,android,50+,7.8
336,0,control,organic,2,android,50+,15.26
337,17,control,referral,2,android,25-34,17.23
338,6,control,paid,1,ios,18-24,14.21
339,26,treatment,referral,2,ios,25-34,5.23
340,20,control,paid,1,ios,18-24,15.86
341,4,control,organic,2,android,25-34,27.32
342,12,control,paid,1,ios,50+,3.22
343,3,control,paid,1,android,25-34,44.01
344,1,control,organic,1,android,35-49,5.48
345,8,control,paid,2,android,25-34,5.96
346,4,treatment,paid,2,android,25-34,14.09
347,23,treatment,organic,2,android,35-49,29.33
348,2,control,referral,1,android,25-34,8.39
349,4,treatment,organic,2,ios,18-24,15.49
350,20,control,organic,1,ios,25-34,28.1
351,0,control,organic,2,ios,35-49,34.1
352,21,treatment,paid,1,ios,25-34,13.35
353,26,treatment,paid,1,android,25-34,2.3
354,13,control,paid,1,ios,35-49,7.3
355,2,control,paid,1,ios,35-49,8.94
356,4,treatment,paid,1,ios,25-34,7.62
357,3,control,organic,1,android,35-49,1.52
358,15,treatment,paid,2,ios,35-49,7.67
359,2,control,paid,1,ios,50+,25.17
360,24,control,paid,1,ios,25-34,7.54
361,2,treatment,organic,1,android,18-24,3.84
362,3,treatment,referral,2,android,35-49,22.2
363,14,control,organic,1,android,50+,11.14
364,0,control,organic,2,ios,25-34,2.26
365,17,treatment,referral,2,android,25-34,24.57
366,18,treatment,paid,1,android,50+,12.72
367,27,control,referral,1,ios,25-34,12.91
368,8,treatment,paid,2,ios,25-34,10.27
369,16,control,paid,1,android,18-24,15.03
370,10,treatment,referral,1,ios,35-49,19.5
371,16,treatment,paid,1,android,18-24,25.52
372,26,control,organic,2,android,35-49,5.53
373,17,control,organic,2,ios,25-34,7.15
374,14,treatment,referral,1,ios,25-34,14.85
375,27,control,organic,1,android,50+,1.42
376,19,control,organic,1,android,25-34,11.82
377,18,treatment,organic,2,ios,18-24,8.74
378,15,treatment,referral,1,android,25-34,32.05
379,22,treatment,paid,1,ios,50+,23.28
380,12,control,paid,1,ios,25-34,7.93
381,2,control,organic,1,ios,18-24,4.94
382,9,treatment,organic,1,android,25-34,3.27
383,16,control,paid,2,ios,35-49,22.23
384,22,treatment,organic,1,android,18-24,10.26
385,26,treatment,organic,1,ios,18-24,7.41
386,10,control,organic,1,ios,35-49,4.25
387,24,control,organic,1,android,25-34,13.21
388,8,treatment,organic,1,ios,18-24,6.43
389,14,treatment,organic,1,ios,25-34,1.33
390,16,treatment,organic,1,ios,35-49,17.73
391,14,control,paid,1,android,35-49,17.64
392,24,control,organic,2,ios,35-49,16.62
393,8,control,organic,1,android,25-34,6.39
394,15,control,paid,1,android,50+,12.96
395,9,treatment,paid,2,android,50+,4.23
396,24,treatment,organic,1,ios,18-24,10.7
397,19,treatment,referral,1,android,18-24,7.61
398,17,control,organic,1,ios,35-49,14.67
399,26,treatment,organic,1,ios,25-34,18.48
400,4,treatment,organic,2,android,18-24,10.45
401,18,treatment,referral,2,ios,50+,10.06
402,14,treatment,paid,1,ios,18-24,8.08
403,20,treatment,organic,2,android,35-49,27.8
404,6,treatment,paid,1,ios,35-49,8.87
405,10,treatment,organic,1,ios,35-49,12.46
406,25,treatment,paid,1,android,18-24,11.71
407,13,control,organic,2,android,18-24,9.71
408,16,treatment,paid,2,ios,25-34,4.1
409,13,treatment,paid,2,android,35-49,10.0
410,20,control,paid,1,ios,50+,6.72
411,11,control,paid,1,android,50+,23.09
412,27,control,paid,1,ios,35-49,4.57
413,0,treatment,paid,1,android,35-49,8.94
414,15,treatment,organic,2,ios,25-34,9.86
415,7,treatment,paid,2,ios,18-24,26.99
416,1,control,referral,1,android,35-49,4.16
417,25,treatment,organic,1,android,25-34,21.5
418,2,control,paid,1,ios,25-34,25.33
419,4,treatment,organic,2,android,35-49,1.44
420,18,treatment,organic,1,android,18-24,32.04
421,13,treatment,organic,1,android,35-49,5.43
422,19,treatment,organic,1,ios,25-34,11.8
423,27,control,organic,1,android,35-49,3.93
424,22,control,organic,1,android,50+,18.71
425,14,control,paid,1,ios,25-34,3.97
426,24,control,paid,1,ios,25-34,19.94
427,22,control,paid,2,ios,35-49,5.44
428,20,control,paid,2,android,18-24,11.17
429,15,treatment,referral,2,android,50+,6.01
430,11,treatment,paid,1,ios,25-34,10.47
431,8,control,organic,1,android,25-34,9.13
432,12,control,paid,1,ios,35-49,15.45
433,10,control,paid,2,android,18-24,25.91
434,12,treatment,paid,1,android,18-24,9.59
435,6,control,paid,1,ios,35-49,11.17
436,4,treatment,paid,1,ios,25-34,13.93
437,24,treatment,paid,1,android,35-49,1.8
438,2,treatment,organic,1,android,25-34,9.76
439,9,control,paid,1,android,50+,19.75
440,14,control,organic,1,ios,25-34,30.78
441,10,treatment,referral,1,android,25-34,8.75
442,16,control,paid,1,android,25-34,19.73
443,9,treatment,paid,2,android,25-34,60.73
444,5,control,organic,1,android,18-24,3.57
445,8,control,organic,1,android,25-34,27.65
446,2,control,paid,2,ios,18-24,23.8
447,6,treatment,organic,2,ios,25-34,14.23
448,7,control,organic,1,android,35-49,2.78
449,7,treatment,organic,1,android,25-34,6.11
450,27,control,paid,1,android,25-34,12.26
451,14,control,organic,2,ios,35-49,16.91
452,1,control,paid,1,android,25-34,16.02
453,8,treatment,organic,1,android,25-34,11.82
454,4,treatment,paid,1,ios,25-34,4.77
455,9,control,paid,1,ios,18-24,10.85
456,15,control,paid,1,android,25-34,3.48
457,21,treatment,paid,2,ios,35-49,4.01
458,10,treatment,paid,1,android,18-24,19.39
459,19,treatment,paid,1,ios,35-49,21.64
460,26,treatment,organic,1,ios,25-34,10.12
461,16,control,organic,1,ios,35-49,14.59
462,1,treatment,organic,1,ios,25-34,15.04
463,17,control,referral,1,android,25-34,1.47
464,7,control,organic,1,ios,18-24,2.45
465,7,control,paid,1,android,50+,17.32
466,17,treatment,referral,1,ios,18-24,13.34
467,18,treatment,paid,1,android,25-34,16.14
468,23,control,organic,1,ios,50+,6.87
469,26,treatment,organic,1,ios,35-49,4.01
470,23,treatment,paid,1,android,35-49,16.47
471,16,control,organic,2,ios,18-24,7.3
472,2,control,organic,1,ios,25-34,10.39
473,8,control,organic,2,android,25-34,16.49
474,25,control,organic,2,ios,35-49,17.91
475,23,control,referral,1,android,18-24,4.45
476,23,treatment,organic,1,ios,25-34,4.89
477,10,control,paid,1,android,50+,8.49
478,0,control,paid,2,ios,18-24,22.38
479,17,treatment,organic,1,ios,18-24,14.65
480,3,treatment,paid,1,android,50+,0.91
481,21,treatment,organic,2,android,35-49,9.74
482,20,treatment,paid,1,ios,18-24,18.09
483,14,control,organic,1,ios,35-49,17.58
484,21,control,referral,1,android,35-49,6.74
485,12,control,organic,1,ios,18-24,2.78
486,26,control,organic,2,ios,25-34,16.84
487,12,treatment,referral,1,ios,35-49,18.85
488,3,treatment,organic,2,android,25-34,4.62
489,2,treatment,organic,1,android,35-49,17.75
490,5,treatment,organic,2,ios,25-34,2.31
491,5,treatment,organic,2,ios,25-34,34.29
492,5,treatment,organic,2,android,25-34,5.78
493,18,treatment,organic,1,android,25-34,14.58
494,21,control,referral,2,ios,18-24,9.87
495,21,treatment,organic,1,ios,25-34,3.37
496,27,control,paid,2,android,35-49,12.08
497,25,treatment,paid,1,ios,18-24,27.87
498,16,treatment,paid,2,ios,18-24,17.88
499,10,control,referral,1,android,25-34,1.89
500,10,control,organic,1,android,35-49,10.82
501,16,treatment,paid,2,ios,25-34,12.48
502,18,control,organic,1,android,35-49,4.46
503,17,control,paid,1,android,25-34,16.5
504,26,treatment,paid,2,android,35-49,15.98
505,24,treatment,organic,1,android,25-34,2.85
506,14,treatment,paid,2,android,50+,28.53
507,26,treatment,organic,1,android,35-49,9.51
508,21,control,paid,1,ios,18-24,27.35
509,4,control,referral,1,android,35-49,5.93
510,13,treatment,paid,1,ios,18-24,6.49
511,20,control,organic,2,ios,25-34,14.28
512,14,control,paid,2,ios,35-49,11.1
513,24,control,referral,2,ios,25-34,13.19
514,27,treatment,organic,1,android,35-49,36.09
515,7,control,organic,1,ios,25-34,7.83
516,9,treatment,organic,1,ios,25-34,14.47
517,19,treatment,organic,1,android,35-49,30.09
518,16,control,paid,1,android,18-24,13.92
519,22,treatment,organic,2,ios,35-49,1.43
520,11,treatment,organic,1,android,18-24,16.07
521,9,control,organic,1,android,50+,13.42
522,8,control,organic,1,ios,18-24,0.28
523,25,control,paid,2,android,25-34,11.16
524,1,treatment,organic,2,android,50+,4.3
525,4,control,organic,2,android,35-49,15.91
526,11,control,organic,1,android,35-49,3.48
527,5,treatment,referral,1,android,25-34,20.72
528,0,treatment,organic,1,android,25-34,3.88
529,7,treatment,referral,1,ios,35-49,4.35
530,18,control,paid,1,android,18-24,12.88
531,22,treatment,paid,1,android,35-49,5.37
532,23,treatment,referral,1,ios,25-34,12.08
533,20,control,organic,1,android,35-49,7.35
534,14,treatment,paid,2,ios,18-24,17.05
535,27,treatment,paid,2,android,25-34,24.0
536,27,treatment,paid,1,android,35-49,16.82
537,8,control,organic,1,ios,35-49,9.18
538,27,treatment,paid,1,ios,35-49,18.23
539,24,control,organic,2,ios,50+,4.56
540,9,treatment,paid,1,android,35-49,8.72
541,24,treatment,organic,1,android,35-49,0.45
542,14,control,paid,2,ios,35-49,10.41
543,26,treatment,referral,2,ios,18-24,2.12
544,19,treatment,paid,2,ios,35-49,17.75
545,18,treatment,paid,2,ios,18-24,5.59
546,5,treatment,paid,1,ios,35-49,6.86
547,5,treatment,referral,1,ios,35-49,9.5
548,12,control,organic,1,ios,25-34,16.36
549,2,control,organic,2,ios,35-49,2.64
550,14,control,paid,1,android,25-34,23.61
551,23,treatment,organic,1,android,25-34,3.42
552,21,treatment,organic,1,ios,18-24,6.21
553,1,control,referral,1,android,25-34,3.61
554,25,control,paid,1,ios,18-24,25.7
555,26,control,organic,1,android,25-34,10.34
556,7,control,organic,2,ios,18-24,3.68
557,16,control,organic,2,ios,18-24,10.97
558,12,control,paid,1,android,25-34,2.01
559,26,control,organic,1,ios,18-24,12.88
560,12,treatment,paid,1,android,35-49,12.11
561,7,control,paid,1,android,25-34,11.5
562,15,treatment,paid,1,android,25-34,2.8
563,13,treatment,paid,2,ios,25-34,3.38
564,24,treatment,referral,1,android,25-34,3.0
565,14,control,paid,1,android,25-34,1.18
566,16,control,organic,1,android,35-49,5.02
567,12,treatment,referral,2,ios,35-49,3.95
568,11,treatment,organic,1,android,35-49,10.43
569,10,treatment,paid,2,ios,18-24,6.97
570,16,control,organic,2,android,25-34,2.84
571,9,control,organic,2,ios,25-34,4.52
572,9,treatment,organic,1,ios,25-34,17.39
573,9,control,organic,1,ios,35-49,10.68
574,27,treatment,paid,1,android,18-24,5.97
575,9,treatment,organic,1,android,18-24,10.53
576,13,treatment,paid,2,android,18-24,11.55
577,5,treatment,paid,2,ios,18-24,3.42
578,27,control,paid,1,ios,35-49,10.35
579,18,control,organic,1,android,35-49,9.91
580,1,control,organic,2,android,50+,2.15
581,19,control,referral,2,ios,25-34,8.43
582,25,control,organic,1,android,25-34,7.78
583,14,control,paid,1,ios,50+,27.54
584,23,treatment,referral,1,ios,50+,3.88
585,9,treatment,paid,2,ios,18-24,11.6
586,18,control,organic,2,ios,35-49,4.59
587,1,control,paid,2,ios,25-34,10.45
588,23,treatment,paid,1,ios,18-24,0.2
589,22,control,paid,2,ios,25-34,38.6
590,2,treatment,paid,2,ios,25-34,23.72
591,3,treatment,organic,1,android,25-34,19.4
592,11,treatment,paid,1,ios,18-24,6.57
593,8,treatment,paid,2,android,25-34,1.71
594,8,control,organic,1,android,18-24,10.96
595,5,treatment,organic,1,android,25-34,52.34
596,9,treatment,organic,1,ios,25-34,14.05
597,24,treatment,organic,1,ios,35-49,3.55
598,20,control,paid,1,android,25-34,10.59
599,8,treatment,paid,2,android,35-49,2.73
600,6,control,referral,1,ios,50+,1.48
601,14,treatment,organic,1,android,18-24,9.37
602,18,control,paid,2,android,18-24,8.18
603,2,treatment,organic,2,ios,25-34,2.52
604,23,control,organic,2,android,25-34,23.04
605,20,control,organic,1,ios,35-49,12.42
606,19,control,organic,1,android,35-49,13.9
607,27,treatment,organic,1,android,25-34,11.39
608,15,control,organic,1,ios,18-24,4.45
609,8,control,paid,1,android,35-49,0.76
610,13,control,paid,2,android,18-24,28.54
611,13,treatment,organic,1,android,35-49,11.68
612,26,treatment,paid,1,ios,35-49,13.88
613,8,control,organic,1,android,50+,15.6
614,23,treatment,organic,2,android,25-34,15.77
615,6,control,paid,1,ios,25-34,10.62
616,22,control,organic,2,android,35-49,7.36
617,14,treatment,organic,2,android,25-34,16.43
618,11,treatment,paid,1,ios,18-24,9.85
619,23,control,referral,1,android,35-49,8.25
620,24,treatment,organic,1,ios,18-24,34.58
